,scientific_name,park_name,observations,category,conservation_status
2631,Fontinalis dalecarlica,Great Smoky Mountains National Park,86,Nonvascular Plant,
2632,Triteleia ixioides ssp. scabra,Yosemite National Park,114,Vascular Plant,
2633,Sorex tenellus,Great Smoky Mountains National Park,91,Mammal,
2634,Oxalis stricta,Bryce National Park,114,Vascular Plant,
2635,Solidago puberula,Great Smoky Mountains National Park,64,Vascular Plant,
2636,Lontra canadensis,Yosemite National Park,175,Mammal,
2637,Crepis nana,Bryce National Park,86,Vascular Plant,
2638,Lycopodium digitatum,Yellowstone National Park,248,Vascular Plant,
2639,Plethodon ventralis,Bryce National Park,109,Amphibian,
2640,Holosteum umbellatum,Yellowstone National Park,231,Vascular Plant,
2641,Arabis lyallii var. nubigena,Great Smoky Mountains National Park,84,Vascular Plant,
2642,Chenopodium pumilio,Yosemite National Park,124,Vascular Plant,
2643,Ranunculus acris var. acris,Yellowstone National Park,227,Vascular Plant,
2644,Hypericum hypericoides,Great Smoky Mountains National Park,73,Vascular Plant,
2645,Tradescantia subaspera var. subaspera,Bryce National Park,114,Vascular Plant,
2646,Tamarix chinensis,Great Smoky Mountains National Park,98,Vascular Plant,
2647,Etheostoma sanguifluum,Great Smoky Mountains National Park,59,Fish,
2648,Accipiter cooperii,Yosemite National Park,138,Bird,Species of Concern
2649,Lycopodium dendroideum,Yosemite National Park,173,Vascular Plant,
2650,Madia elegans ssp. elegans,Great Smoky Mountains National Park,82,Vascular Plant,
2651,Dicentra eximia,Yellowstone National Park,263,Vascular Plant,
2652,Elaeagnus commutata,Great Smoky Mountains National Park,85,Vascular Plant,
2653,Carya ovalis,Bryce National Park,116,Vascular Plant,
2654,Catabrosa aquatica,Yellowstone National Park,267,Vascular Plant,
2655,Viola purpurea ssp. purpurea,Bryce National Park,63,Vascular Plant,
2656,Hulsea heterochroma,Yellowstone National Park,250,Vascular Plant,
2657,Carex sparganioides,Yellowstone National Park,278,Vascular Plant,
2658,Solanum lycopersicum var. lycopersicum,Great Smoky Mountains National Park,77,Vascular Plant,
2659,Stephanomeria tenuifolia,Bryce National Park,72,Vascular Plant,
2660,Cryptantha flaccida,Great Smoky Mountains National Park,43,Vascular Plant,
2661,Draba reptans,Yosemite National Park,124,Vascular Plant,
2662,Desmodium canescens,Yosemite National Park,158,Vascular Plant,
2663,Lepomis humilis,Bryce National Park,109,Fish,
2664,Adenocaulon bicolor,Yellowstone National Park,210,Vascular Plant,
2665,Eriophyllum lanatum var. integrifolium,Great Smoky Mountains National Park,86,Vascular Plant,
2666,Lupinus rivularis,Yosemite National Park,145,Vascular Plant,
2667,Bupleurum rotundifolium,Yosemite National Park,122,Vascular Plant,
2668,Rudbeckia fulgida var. fulgida,Great Smoky Mountains National Park,86,Vascular Plant,
2669,Castilleja applegatei,Yellowstone National Park,208,Vascular Plant,
2670,Gypsophila paniculata,Great Smoky Mountains National Park,104,Vascular Plant,
2671,Juncus ensifolius,Yellowstone National Park,283,Vascular Plant,
2672,Thomomys monticola,Great Smoky Mountains National Park,56,Mammal,
2673,Elaeagnus commutata,Bryce National Park,95,Vascular Plant,
2674,Chrysolepis sempervirens,Yellowstone National Park,285,Vascular Plant,
2675,Empidonax oberholseri,Yellowstone National Park,214,Bird,
2676,Phalacroseris bolanderi,Yellowstone National Park,259,Vascular Plant,
2677,Navarretia divaricata ssp. divaricata,Yosemite National Park,164,Vascular Plant,
2678,Epilobium clavatum,Great Smoky Mountains National Park,91,Vascular Plant,
2679,Carex filifolia var. erostrata,Bryce National Park,136,Vascular Plant,
2680,Linum lewisii var. lewisii,Great Smoky Mountains National Park,68,Vascular Plant,
2681,Viola bakeri,Great Smoky Mountains National Park,85,Vascular Plant,
2682,Physocarpus opulifolius,Yellowstone National Park,232,Vascular Plant,
2683,Draba ramosissima,Great Smoky Mountains National Park,101,Vascular Plant,
2684,Anomodon attenuatus,Yellowstone National Park,235,Nonvascular Plant,
2685,Sciurus carolinensis,Bryce National Park,69,Mammal,
2686,Carex barrattii,Great Smoky Mountains National Park,55,Vascular Plant,
2687,Dendroica magnolia,Bryce National Park,99,Bird,
2688,Nemophila menziesii var. menziesii,Yellowstone National Park,216,Vascular Plant,
2689,Arceuthobium campylopodum,Bryce National Park,106,Vascular Plant,
2690,Sedum integrifolium,Bryce National Park,79,Vascular Plant,
2691,Camissonia lacustris,Yosemite National Park,154,Vascular Plant,
2692,Listera convallarioides,Yellowstone National Park,221,Vascular Plant,
2693,Sphenopholis obtusata,Yellowstone National Park,225,Vascular Plant,
2694,Pluvialis squatarola,Yosemite National Park,158,Bird,
2695,Aristida oligantha,Bryce National Park,123,Vascular Plant,
2696,Vicia villosa ssp. varia,Yosemite National Park,192,Vascular Plant,
2697,Carex elynoides,Yosemite National Park,132,Vascular Plant,
2698,Eriogonum flavum var. piperi,Bryce National Park,90,Vascular Plant,
2699,Trisetum spicatum,Yellowstone National Park,235,Vascular Plant,
2700,Storeria dekayi dekayi,Yellowstone National Park,226,Reptile,
2701,Linum virginianum,Great Smoky Mountains National Park,83,Vascular Plant,
2702,Eragrostis cilianensis,Yellowstone National Park,494,Vascular Plant,
2703,Trisetum wolfii,Great Smoky Mountains National Park,74,Vascular Plant,
2704,Tamias umbrinus,Great Smoky Mountains National Park,172,Mammal,
2705,Castilleja parviflora,Great Smoky Mountains National Park,93,Vascular Plant,
2706,Fundulus catenatus,Yosemite National Park,155,Fish,
2707,Hylotelephium telephioides,Great Smoky Mountains National Park,54,Vascular Plant,
2708,Richardsonius balteatus,Bryce National Park,125,Fish,
2709,Symphyotrichum foliaceum var. parryi,Great Smoky Mountains National Park,74,Vascular Plant,
2710,Carex willdenowii,Yosemite National Park,131,Vascular Plant,
2711,Cyperus bipartitus,Bryce National Park,106,Vascular Plant,
2712,Gymnocladus dioicus,Great Smoky Mountains National Park,92,Vascular Plant,
2713,Cardamine rotundifolia,Yellowstone National Park,265,Vascular Plant,
2714,Oporornis agilis,Yellowstone National Park,272,Bird,
2715,Desmodium nudiflorum,Bryce National Park,135,Vascular Plant,
2716,Carex umbellata,Great Smoky Mountains National Park,63,Vascular Plant,
2717,Antennaria neglecta,Yosemite National Park,150,Vascular Plant,
2718,Solidago flexicaulis,Yosemite National Park,135,Vascular Plant,
2719,Sida spinosa,Yosemite National Park,153,Vascular Plant,
2720,Draba densifolia,Bryce National Park,135,Vascular Plant,
2721,Luzula spicata,Yosemite National Park,135,Vascular Plant,
2722,Carex debilis var. rudgei,Great Smoky Mountains National Park,101,Vascular Plant,
2723,Bidens frondosa,Bryce National Park,121,Vascular Plant,
2724,Carex misera,Bryce National Park,109,Vascular Plant,
2725,Zigadenus venenosus var. gramineus,Yosemite National Park,168,Vascular Plant,
2726,Heuchera parvifolia,Great Smoky Mountains National Park,64,Vascular Plant,
2727,Orbexilum pedunculatum var. pedunculatum,Great Smoky Mountains National Park,94,Vascular Plant,
2728,Pheucticus melanocephalus,Great Smoky Mountains National Park,84,Bird,
2729,Agoseris retrorsa,Great Smoky Mountains National Park,84,Vascular Plant,
2730,Osmorhiza brachypoda,Great Smoky Mountains National Park,100,Vascular Plant,
2731,Luxilus coccogenis,Yellowstone National Park,254,Fish,
2732,Vicia cracca,Yellowstone National Park,267,Vascular Plant,
2733,Mentzelia lindleyi,Great Smoky Mountains National Park,99,Vascular Plant,
2734,Trillium undulatum,Yellowstone National Park,274,Vascular Plant,
2735,Salvia columbariae,Bryce National Park,111,Vascular Plant,
2736,Orthotrichum strangulatum,Yellowstone National Park,260,Nonvascular Plant,
2737,Raillardella scaposa,Yosemite National Park,183,Vascular Plant,
2738,Stephanomeria runcinata,Yellowstone National Park,219,Vascular Plant,
2739,Coreopsis auriculata,Yellowstone National Park,239,Vascular Plant,
2740,Parnassia californica,Bryce National Park,143,Vascular Plant,
2741,Perideridia bolanderi,Great Smoky Mountains National Park,78,Vascular Plant,
2742,Lysichiton americanus,Yosemite National Park,130,Vascular Plant,
2743,Dryopteris marginalis,Bryce National Park,111,Vascular Plant,
2744,Lupinus rivularis,Great Smoky Mountains National Park,61,Vascular Plant,
2745,Cyperus retrorsus var. robustus,Yellowstone National Park,259,Vascular Plant,
2746,Aquilegia formosa,Great Smoky Mountains National Park,58,Vascular Plant,
2747,Gyrinophilus porphyriticus,Bryce National Park,72,Amphibian,
2748,Epilobium canum ssp. garrettii,Bryce National Park,114,Vascular Plant,
2749,Hymenophyllum tayloriae,Great Smoky Mountains National Park,104,Vascular Plant,
2750,Cirsium andersonii,Yosemite National Park,163,Vascular Plant,
2751,Symphyotrichum patens var. patens,Great Smoky Mountains National Park,58,Vascular Plant,
2752,Artemisia abrotanum,Bryce National Park,113,Vascular Plant,
2753,Carex subnigricans,Great Smoky Mountains National Park,69,Vascular Plant,
2754,Rorippa nasturtium-aquaticum,Bryce National Park,173,Vascular Plant,
2755,Dichanthelium dichotomum var. ensifolium,Yosemite National Park,159,Vascular Plant,
2756,Pica hudsonia,Yosemite National Park,297,Bird,
2757,Thalictrum thalictroides,Yellowstone National Park,225,Vascular Plant,
2758,Viola sororia var. affinis,Bryce National Park,127,Vascular Plant,
2759,Plagiothecium cavifolium,Yosemite National Park,140,Nonvascular Plant,
2760,Dicranum flagellare,Bryce National Park,107,Nonvascular Plant,
2761,Herniaria hirsuta ssp. cinerea,Bryce National Park,111,Vascular Plant,
2762,Quercus prinus,Yellowstone National Park,244,Vascular Plant,
2763,Carex nudata,Bryce National Park,92,Vascular Plant,
2764,Osmunda regalis var. spectabilis,Bryce National Park,113,Vascular Plant,
2765,Angelica roseana,Yellowstone National Park,215,Vascular Plant,
2766,Pycnanthemum muticum,Yellowstone National Park,223,Vascular Plant,
2767,Potentilla gracilis var. fastigiata,Yosemite National Park,130,Vascular Plant,
2768,Dendragapus fuliginosus,Great Smoky Mountains National Park,77,Bird,
2769,Glaucomys volans,Yosemite National Park,117,Mammal,
2770,Salix jepsonii,Great Smoky Mountains National Park,53,Vascular Plant,
2771,Pyrus communis,Yosemite National Park,171,Vascular Plant,
2772,Lonicera standishii,Yosemite National Park,173,Vascular Plant,
2773,Trachemys scripta troostii,Great Smoky Mountains National Park,48,Reptile,
2774,Moneses uniflora,Yellowstone National Park,286,Vascular Plant,
2775,Camassia quamash ssp. breviflora,Yellowstone National Park,258,Vascular Plant,
2776,Trifolium arvense,Yellowstone National Park,274,Vascular Plant,
2777,Trillium pusillum var. pusillum,Yosemite National Park,150,Vascular Plant,Species of Concern
2778,Castilleja pilosa,Great Smoky Mountains National Park,76,Vascular Plant,
2779,Allophyllum gilioides ssp. gilioides,Bryce National Park,55,Vascular Plant,
2780,Limosella acaulis,Yosemite National Park,128,Vascular Plant,
2781,Sanicula marilandica,Great Smoky Mountains National Park,169,Vascular Plant,
2782,Hemerocallis fulva,Yellowstone National Park,237,Vascular Plant,
2783,Artemisia tridentata ssp. tridentata,Yellowstone National Park,234,Vascular Plant,
2784,Ophioglossum pusillum,Bryce National Park,123,Vascular Plant,
2785,Fagopyrum vulgare,Yosemite National Park,165,Vascular Plant,
2786,Penstemon cyaneus,Bryce National Park,100,Vascular Plant,
2787,Eleocharis quadrangulata,Bryce National Park,108,Vascular Plant,
2788,Ipomoea lacunosa,Yosemite National Park,156,Vascular Plant,
2789,Monarda fistulosa var. menthifolia,Great Smoky Mountains National Park,110,Vascular Plant,
2790,Atriplex argentea,Yellowstone National Park,242,Vascular Plant,
2791,Carex retroflexa,Bryce National Park,52,Vascular Plant,
2792,Vulpia octoflora var. octoflora,Yosemite National Park,138,Vascular Plant,
2793,Chenopodium album var. missouriense,Great Smoky Mountains National Park,61,Vascular Plant,
2794,Eurycea guttolineata,Yellowstone National Park,218,Amphibian,
2795,Pseudacris feriarum feriarum,Yosemite National Park,133,Amphibian,
2796,Gambusia holbrooki,Bryce National Park,93,Fish,
2797,Schlotheimia rugifolia,Great Smoky Mountains National Park,34,Nonvascular Plant,
2798,Asplenium platyneuron,Great Smoky Mountains National Park,74,Vascular Plant,
2799,Oxyura jamaicensis,Bryce National Park,132,Bird,
2800,Aristida oligantha,Yellowstone National Park,267,Vascular Plant,
2801,Ludwigia alternifolia,Yosemite National Park,187,Vascular Plant,
2802,Microtus richardsoni,Yellowstone National Park,262,Mammal,
2803,Hemerocallis lilioasphodelus,Yosemite National Park,154,Vascular Plant,
2804,Isoetes engelmannii,Yellowstone National Park,240,Vascular Plant,
2805,Luxilus cornutus,Yellowstone National Park,245,Fish,
2806,Quercus bicolor,Great Smoky Mountains National Park,54,Vascular Plant,
2807,Isothecium myosuroides,Great Smoky Mountains National Park,59,Nonvascular Plant,
2808,Ranunculus eschscholtzii var. trisectus,Bryce National Park,93,Vascular Plant,
2809,Setophaga nigrescens,Great Smoky Mountains National Park,78,Bird,
2810,Viola glabella,Bryce National Park,84,Vascular Plant,
2811,Spigelia marilandica,Yellowstone National Park,287,Vascular Plant,
2812,Sagina decumbens ssp. occidentalis,Yosemite National Park,152,Vascular Plant,
2813,Viola rotundifolia,Yosemite National Park,150,Vascular Plant,
2814,Cyperus rivularis,Yosemite National Park,152,Vascular Plant,
2815,Cathartes aura,Great Smoky Mountains National Park,47,Bird,Species of Concern
2816,Plectritis ciliosa ssp. ciliosa,Bryce National Park,98,Vascular Plant,
2817,Hedwigia ciliata,Great Smoky Mountains National Park,87,Nonvascular Plant,
2818,Madia yosemitana,Bryce National Park,117,Vascular Plant,
2819,Populus X acuminata,Yosemite National Park,145,Vascular Plant,
2820,Arabis lemmonii var. lemmonii,Great Smoky Mountains National Park,62,Vascular Plant,
2821,Melica subulata,Yellowstone National Park,258,Vascular Plant,
2822,Moxostoma erythrurum,Great Smoky Mountains National Park,73,Fish,
2823,Cymopterus nivalis,Yellowstone National Park,241,Vascular Plant,
2824,Rhus hirta,Yellowstone National Park,222,Vascular Plant,
2825,Cerastium arvense,Yosemite National Park,143,Vascular Plant,
2826,Linum medium var. texanum,Bryce National Park,93,Vascular Plant,
2827,Asclepias californica,Great Smoky Mountains National Park,112,Vascular Plant,
2828,Magnolia acuminata,Yellowstone National Park,246,Vascular Plant,
2829,Symphyotrichum campestre,Yellowstone National Park,245,Vascular Plant,
2830,Moxostoma macrolepidotum,Yellowstone National Park,262,Fish,
2831,Picoides albolarvatus,Yosemite National Park,116,Bird,
2832,Bartonia paniculata ssp. paniculata,Yosemite National Park,146,Vascular Plant,
2833,Lepomis megalotis,Great Smoky Mountains National Park,67,Fish,
2834,Dendroica palmarum,Yellowstone National Park,218,Bird,
2835,Aesculus sylvatica,Yellowstone National Park,263,Vascular Plant,
2836,Platanus occidentalis,Yellowstone National Park,235,Vascular Plant,
2837,Picoides albolarvatus,Yellowstone National Park,246,Bird,
2838,Angelica venenosa,Great Smoky Mountains National Park,60,Vascular Plant,
2839,Krigia montana,Great Smoky Mountains National Park,41,Vascular Plant,
2840,Leucothoe davisiae,Bryce National Park,84,Vascular Plant,
2841,Glyceria striata,Yosemite National Park,259,Vascular Plant,
2842,Mimulus floribundus,Yellowstone National Park,252,Vascular Plant,
2843,Lathyrus jepsonii var. californicus,Yellowstone National Park,235,Vascular Plant,
2844,Wolffia brasiliensis,Bryce National Park,85,Vascular Plant,
2845,Abietinella abietina,Great Smoky Mountains National Park,65,Nonvascular Plant,
2846,Etheostoma maculatum,Bryce National Park,114,Fish,
2847,Ranunculus cymbalaria var. saximontanus,Yellowstone National Park,227,Vascular Plant,
2848,Krascheninnikovia lanata,Yellowstone National Park,255,Vascular Plant,
2849,Sematophyllum marylandicum,Yosemite National Park,166,Nonvascular Plant,
2850,Stellaria longipes var. longipes,Yellowstone National Park,256,Vascular Plant,
2851,Aureolaria virginica,Yosemite National Park,131,Vascular Plant,
2852,Notropis atherinoides,Yellowstone National Park,247,Fish,
2853,Asarum lemmonii,Yellowstone National Park,281,Vascular Plant,
2854,Scutellaria serrata,Great Smoky Mountains National Park,94,Vascular Plant,
2855,Fraxinus dipetala,Great Smoky Mountains National Park,83,Vascular Plant,
2856,Agastache urticifolia,Great Smoky Mountains National Park,57,Vascular Plant,
2857,Phlox hoodii,Great Smoky Mountains National Park,101,Vascular Plant,
2858,Ilex ambigua,Yellowstone National Park,253,Vascular Plant,
2859,Dodecatheon hendersonii,Yellowstone National Park,268,Vascular Plant,
2860,Carex fracta,Yosemite National Park,192,Vascular Plant,
2861,Calidris canutus,Bryce National Park,106,Bird,
