,category,scientific_name,common_names,conservation_status
2067,Vascular Plant,Cyperus refractus,Reflexed Flatsedge,
2068,Vascular Plant,Cyperus retrofractus,Rough Flatsedge,
2069,Vascular Plant,Cyperus retrorsus,"Retrorse Flatsedge, Umbrella-Sedge",
2070,Vascular Plant,Cyperus retrorsus var. robustus,Pine Barren Flatsedge,
2071,Vascular Plant,Cyperus rivularis,Riverside Umbrella-Sedge,
2072,Vascular Plant,Cyperus rotundus,Nutgrass,
2073,Vascular Plant,Cyperus setigerus,Thin-Fruited Umbrella Sedge,
2074,Vascular Plant,Cyperus strigosus,"Straw-Colored Flatsedge, Umbrella-Sedge",
2077,Vascular Plant,Eleocharis microcarpa,Smallfruit Spikerush,
2078,Vascular Plant,Eleocharis obtusa,"Blunt Spike-Rush, Spike-Rush",
2080,Vascular Plant,Eleocharis quadrangulata,Squarestem Spikerush,
2081,Vascular Plant,Eleocharis tenuis var. verrucosa,Slender Spikerush,
2082,Vascular Plant,Eleocharis tuberculosa,Cone-Cup Spikerush,
2083,Vascular Plant,Fimbristylis autumnalis,"Autumn Fimbristylis, Slender Fimbry",
2084,Vascular Plant,Fimbristylis tomentosa,Woolly Fimbry,
2085,Vascular Plant,Kyllinga brevifolioides,"Pasture Flatsedge, Short-Foliaged Umbrella-Sedge",
2086,Vascular Plant,Kyllinga gracillima,Spikesedge,
2087,Vascular Plant,Kyllinga pumila,Annual Umbrella-Sedge,
2088,Vascular Plant,Rhynchospora capitellata,"Beak-Rush, Brownish Beakrush",
2089,Vascular Plant,Rhynchospora glomerata,Clustered Beaksedge,
2090,Vascular Plant,Rhynchospora gracilenta,Slender Beaksedge,
2091,Vascular Plant,Schoenoplectus purshianus,Weakstalk Bulrush,
2092,Vascular Plant,Schoenoplectus tabernaemontani,"Great Bulrush, Softstem Bulrush, Soft-Stem Bulrush",
2093,Vascular Plant,Scirpus atrovirens,"Bulrush, Woolgrass Bulrush",
2095,Vascular Plant,Scirpus expansus,Woodland Bulrush,
2096,Vascular Plant,Scirpus lineatus,Drooping Bulrush,
2097,Vascular Plant,Scirpus pendulus,Rufous Bulrush,
2098,Vascular Plant,Scirpus polyphyllus,"Leafy Bulrush, Many-Leaved Bulrush",
2099,Vascular Plant,Scirpus purshianus,"Bulrush, Weakstalk Bulrush",
2100,Vascular Plant,Scirpus tabernaemontani,Great Bulrush,
2101,Vascular Plant,Scleria oligantha,"Little-Headed Nutrush, Nut-Rush",
2102,Vascular Plant,Scleria pauciflora,Fewflower Nutrush,
2103,Vascular Plant,Scleria triglomerata,"Nut-Rush, Whip Nutrush",
2104,Vascular Plant,Trichophorum caespitosum,Tufted Bulrush,
2105,Vascular Plant,Trichophorum caespitosus,Deerhair Bulrush,
2106,Vascular Plant,Juncus,Rush,
2107,Vascular Plant,Juncus acuminatus,"Acuminate Rush, Sharp-Fruit Rush",
2108,Vascular Plant,Juncus biflorus,Two-Flowered Rush,
2110,Vascular Plant,Juncus canadensis,Canada Rush,
2111,Vascular Plant,Juncus coriaceus,"Coriaceous Rush, Leathery Rush",
2112,Vascular Plant,Juncus debilis,"Rush, Weak Rush",
2113,Vascular Plant,Juncus dichotomus,Rush,
2114,Vascular Plant,Juncus diffusissimus,"Diffuse Rush, Slimpod Rush",
2116,Vascular Plant,Juncus effusus var. solutus,Lamp Rush,
2117,Vascular Plant,Juncus gymnocarpus,"Few-Seeded Rush, Naked-Fruited Rush",
2118,Vascular Plant,Juncus interior,Inland Rush,
2119,Vascular Plant,Juncus longii,Long's Rush,
2120,Vascular Plant,Juncus marginatus,"Grassleaf Rush, Margined Rush",
2121,Vascular Plant,Juncus scirpoides,"Rush, Scirpus-Like Rush",
2122,Vascular Plant,Juncus subcaudatus var. subcaudatus,Woodland Rush,
2124,Vascular Plant,Juncus trifidus,Highland Rush,
2125,Vascular Plant,Luzula acuminata,Hairy Woodrush,
2126,Vascular Plant,Luzula acuminata var. acuminata,Wood-Rush,
2127,Vascular Plant,Luzula acuminata var. carolinae,Wood-Rush,
2128,Vascular Plant,Luzula bulbosa,Bulbous Woodrush,
2129,Vascular Plant,Luzula echinata,"Wood Rush, Wood-Rush",
2131,Vascular Plant,Aegilops cylindrica,Jointed Goatgrass,
2133,Vascular Plant,Agrostis elliottiana,"Elliott Bentgrass, Elliott's Bentgrass",
2135,Vascular Plant,Agrostis hyemalis,"Hairgrass, Winter Bentgrass",
2137,Vascular Plant,Agrostis perennans,"Perenial Bentgrass, Upland Bent",
2140,Vascular Plant,Alopecurus carolinianus,"Carolina Foxtail, Tufted Foxtail",
2141,Vascular Plant,Andropogon gerardii,Big Bluestem,
2142,Vascular Plant,Andropogon glomeratus,"Bushy Bluestem, Marsh Broomsedge",
2143,Vascular Plant,Andropogon gyrans var. gyrans,"Elliott Bluestem, Elliott's Bluestem",
2144,Vascular Plant,Andropogon ternarius,Silver Bluestem,
2145,Vascular Plant,Andropogon virginicus,"Broom-Sedge, Virginia Broomsedge",
2146,Vascular Plant,Anthoxanthum odoratum,Sweet Vernal Grass,
2147,Vascular Plant,Aristida dichotoma var. dichotoma,Churchmouse Threeawn,
2148,Vascular Plant,Aristida oligantha,Prairie Threeawn,
2149,Vascular Plant,Aristida purpurascens,Purple Triple-Awned Grass,
2150,Vascular Plant,Arrhenatherum elatius var. elatius,Tall Oatgrass,
2151,Vascular Plant,Arthraxon hispidus,Arthraxon Grass,
2152,Vascular Plant,Arundinaria gigantea ssp. gigantea,Giant Cane,
2153,Vascular Plant,Arundo donax,Giantreed,
2155,Vascular Plant,Brachyelytrum erectum,"Bearded Short-Husk, Common Shorthusk",
2156,Vascular Plant,Brachyelytrum septentrionale,Northern Shorthusk,
2157,Vascular Plant,Bromus ciliatus,Fringed Brome,
2158,Vascular Plant,Bromus commutatus,"Common Brome Grass, Hairy Brome",
2159,Vascular Plant,Bromus hordeaceus ssp. hordeaceus,Soft Brome,
2160,Vascular Plant,Bromus inermis,"Awnless Brome, Brome Grass",
2162,Vascular Plant,Bromus kalmii,Hairy Wood Brome Grass,
2163,Vascular Plant,Bromus latiglumis,Earlyleaf Brome,
2164,Vascular Plant,Bromus pubescens,Native Brome Grass,
2165,Vascular Plant,Bromus racemosus,Brome Grass,
2168,Vascular Plant,Calamagrostis cainii,"Cain's Reed-Bent Grass, Cain's Reed-Grass",Species of Concern
2170,Vascular Plant,Calamagrostis cinnoides,"Nuttall's Small-Reedgrass, Reed-Bent Grass",
2171,Vascular Plant,Calamagrostis coarctata,Arctic Reedgrass,
2172,Vascular Plant,Chasmanthium latifolium,"Broad-Leaved Spanglegrass, Indian Sea-Oats",
2173,Vascular Plant,Chasmanthium laxum,Slender Woodoats,
2174,Vascular Plant,Chasmanthium laxum ssp. sessiliflorum,Sessil-Leaved Spanglegrass,
2175,Vascular Plant,Chasmanthium laxum var. laxum,Nodding Spanglegrass,
2176,Vascular Plant,Chasmanthium laxum var. sessiliflorum,Slender Woodoats,
2177,Vascular Plant,Chasmanthium sessiliflorum,"Longleaf Spikegrass, Longleaf Woodoats",
2178,Vascular Plant,Cinna arundinacea,"Reedgrass, Stout Wood Reed-Grass",
2181,Vascular Plant,Cynosurus cristatus,Crested Dogstailgrass,
2183,Vascular Plant,Danthonia compressa,"Flattened Oatgrass, Mountain Oat Grass",
2184,Vascular Plant,Danthonia epilis,Oat Grass,
2185,Vascular Plant,Danthonia sericea,"Downy Oat Grass, Silky Oat-Grass",
2187,Vascular Plant,Deschampsia flexuosa,Wavy Hairgrass,
2188,Vascular Plant,Diarrhena americana,American Beakgrain,
2189,Vascular Plant,Dichanthelium acuminatum var. acuminatum,Tapered Rosette Grass,Species of Concern
2190,Vascular Plant,Dichanthelium acuminatum var. fasciculatum,Woolly Panic Grass,
2191,Vascular Plant,Dichanthelium acuminatum var. lindheimeri,Lindheimer Panicgrass,
2192,Vascular Plant,Dichanthelium boscii,"Bosc's Witchgrass, Panic Grass",
2193,Vascular Plant,Dichanthelium clandestinum,"Deer-Tongue Witchgrass, Panic Grass",
2194,Vascular Plant,Dichanthelium commutatum,Common Panic Grass,
2195,Vascular Plant,Dichanthelium depauperatum,"Green Panic-Grass, Panic Grass",
2196,Vascular Plant,Dichanthelium dichotomum var. dichotomum,Small Panic Grass,
2197,Vascular Plant,Dichanthelium dichotomum var. ensifolium,Cypress Panicgrass,
2198,Vascular Plant,Dichanthelium latifolium,Broad-Leaved Panic Grass,
2199,Vascular Plant,Dichanthelium laxiflorum,"Lax-Flower Witchgrass, Panic Grass",
2200,Vascular Plant,Dichanthelium linearifolium,Panic Grass,
2201,Vascular Plant,Dichanthelium longiligulatum,"Coastal-Plain Witchgrass, Long-Ligule Panic Grass",
2202,Vascular Plant,Dichanthelium meridionale,Southern Panic Grass,
2203,Vascular Plant,Dichanthelium sabulorum var. thinium,Small Panic Grass,
2204,Vascular Plant,Dichanthelium scabriusculum,Panic Grass,
2205,Vascular Plant,Dichanthelium scoparium,"Broom Panic Grass, Velvet Panic Grass",
2206,Vascular Plant,Dichanthelium sphaerocarpon,Roundfruit Panic Grass,
2207,Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Panic Grass,
2208,Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Panic Grass,
2209,Vascular Plant,Dichanthelium villosissimum var. villosissimum,Panic Grass,
2210,Vascular Plant,Digitaria ciliaris,Southern Crabgrass,
2211,Vascular Plant,Digitaria filiformis,"Crabgrass, Slender Crabgrass",
2214,Vascular Plant,Digitaria violascens,Violet Crabgrass,
2215,Vascular Plant,Echinochloa colona,"Barnyard Grass, Jungle-Rice",
2217,Vascular Plant,Echinochloa muricata var. muricata,Barnyard Grass,
2218,Vascular Plant,Eleusine indica,"India Goosegrass, Wiregrass",
2219,Vascular Plant,Elymus hystrix var. hystrix,Eastern Bottlebrush Grass,
2220,Vascular Plant,Elymus repens,Quackgrass,
2221,Vascular Plant,Elymus riparius,"River Wild-Rye, Wild Rye",
2222,Vascular Plant,Elymus villosus,Hairy Wildrye,
2223,Vascular Plant,Elymus virginicus var. virginicus,Virginia Wildrye,
2224,Vascular Plant,Elytrigia repens var. repens,Witch Grass,
2225,Vascular Plant,Eragrostis capillaris,Fine Lovegrass,
2227,Vascular Plant,Eragrostis curvula,"South African Lovegrass, Weeping Lovegrass",
2228,Vascular Plant,Eragrostis frankii,"Franks Love-Grass, Small Lovegrass",
2229,Vascular Plant,Eragrostis hirsuta,Lovegrass,
2230,Vascular Plant,Eragrostis hypnoides,"Creeping Lovegrass, Teal Love Grass",
2231,Vascular Plant,Eragrostis pilosa,Indian Lovegrass,
2232,Vascular Plant,Eragrostis spectabilis,"Purple Love-Grass, Tumblegrass",
2233,Vascular Plant,Festuca filiformis,Fineleaf Sheep Fescue,
2234,Vascular Plant,Festuca ovina,Ovina Fescue,
2235,Vascular Plant,Festuca paradoxa,Clustered Fescue,
2237,Vascular Plant,Festuca subverticillata,"Nodding Fescue, Woodland Fescue",
2238,Vascular Plant,Glyceria melicaria,"Slender Manna Grass, Wood Mannagrass",
2239,Vascular Plant,Glyceria nubigena,Smoky Mountain Mannagrass,Species of Concern
2241,Vascular Plant,Gymnopogon ambiguus,Bearded Skeletongrass,
2244,Vascular Plant,Hordeum vulgare,Common Barley,
2245,Vascular Plant,Leersia hexandra,Southern Cutgrass,
2246,Vascular Plant,Leersia oryzoides,Rice Cutgrass,
2247,Vascular Plant,Leersia virginica,Virginia Cutgrass,
2248,Vascular Plant,Leptochloa panicea ssp. brachiata,Mucronate Sprangeltop,
2249,Vascular Plant,Lolium arundinaceum,Tall Fescue,
2251,Vascular Plant,Lolium perenne ssp. multiflorum,Italian Ryegrass,
2252,Vascular Plant,Lolium perenne ssp. perenne,Perennial Ryegrass,
2253,Vascular Plant,Lolium pratense,"Meadow Fescue, Meadow Ryegrass",
2254,Vascular Plant,Melica mutica,"Narrow Melic Grass, Melic Grass",
2255,Vascular Plant,Microstegium vimineum,"Microstegium, Japanese Grass",
2256,Vascular Plant,Milium effusum,"Millet-Grass, Wild Millet",
2257,Vascular Plant,Miscanthus sinensis,Miscanthus,
2258,Vascular Plant,Muhlenbergia capillaris,Hairawn Muhly,
2259,Vascular Plant,Muhlenbergia frondosa,"Muhly, Wirestem Muhly",
2261,Vascular Plant,Muhlenbergia sylvatica,Woodland Muhly,
2262,Vascular Plant,Muhlenbergia tenuiflora,"Muhly, Slender Muhly",
2263,Vascular Plant,Panicum anceps,Panic Grass,
2265,Vascular Plant,Panicum dichotomiflorum,"Large Panic Grass, Spreading Panic-Grass",
2266,Vascular Plant,Panicum flexile,Wiry Panicgrass,
2267,Vascular Plant,Panicum gattingeri,"Gattinger Panic Grass, Panic Grass",
2269,Vascular Plant,Panicum philadelphicum,Philadelphia Panic Grass,
2270,Vascular Plant,Panicum rigidulum,"Redtop Panicgrass, Redtop Panicum",
2271,Vascular Plant,Panicum rigidulum var. elongatum,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",
2272,Vascular Plant,Panicum rigidulum var. pubescens,Long-Leaved Panic Grass,
2274,Vascular Plant,Panicum verrucosum,"Tuberculate Panic Grass, Warty Panic Grass",
2275,Vascular Plant,Panicum virgatum,"Old Switch Panic Grass, Panic Grass",
2276,Vascular Plant,Paspalum boscianum,Bull Crowngrass,
2277,Vascular Plant,Paspalum dilatatum,"Dallasgrass, Dallis-Grass",
2278,Vascular Plant,Paspalum floridanum,Florida Paspalum,
2279,Vascular Plant,Paspalum laeve,Field Paspalum,
2280,Vascular Plant,Paspalum pubiflorum var. glabrum,"Hairy-Seed Paspalum, Paspalum",
2281,Vascular Plant,Paspalum setaceum,Thin Paspalum,
2282,Vascular Plant,Paspalum urvillei,"Vasey Grass, Vasey-Grass",
2285,Vascular Plant,Piptochaetium avenaceum,"Blackseed Needlegrass, Needlegrass",
2286,Vascular Plant,Poa alsodes,"Grove Meadow Grass, Wood Bluegrass",
2288,Vascular Plant,Poa autumnalis,Autumn Bluegrass,
2289,Vascular Plant,Poa chapmaniana,"Chapman Bluegrass, Chapman's Bluegrass",
2291,Vascular Plant,Poa cuspidata,"Bluegrass, Woodland Bluegrass",
2292,Vascular Plant,Poa paludigena,Bog Bluegrass,Species of Concern
2295,Vascular Plant,Poa saltuensis,"A Bluegrass, Bluegrass",
2296,Vascular Plant,Poa sylvestris,Woodland Bluegrass,
2298,Vascular Plant,Saccharum alopecuroidum,Beardgrass,
2299,Vascular Plant,Saccharum giganteum,"Sugar Cane Plumegrass, Tall Beardgrass",
2300,Vascular Plant,Sasa palmata,Broadleaf Bamboo,
2301,Vascular Plant,Schizachyrium scoparium var. scoparium,Little Bluestem,
2303,Vascular Plant,Setaria faberi,Foxtail,
2304,Vascular Plant,Setaria italica,Italian Foxtail,
2305,Vascular Plant,Setaria parviflora,"Bent Foxtail, Bristly Foxtail",
2308,Vascular Plant,Setaria viridis var. major,Green Bristlegrass,
2309,Vascular Plant,Setaria viridis var. viridis,Green Bristlegrass,
2310,Vascular Plant,Sorghastrum elliottii,"Long-Bristled Indian-Grass, Smaller Indian Grass",
2311,Vascular Plant,Sorghastrum nutans,"Indian Grass, Yellow Indian-Grass",
2312,Vascular Plant,Sorghum bicolor,"Black Amber, Broomcorn, Broom-Corn, Chicken Corn, Shatter Cane, Shattercane, Sorghum, Wild Cane",
2313,Vascular Plant,Sorghum halepense,Johnson Grass,
2314,Vascular Plant,Sphenopholis intermedia,Sphenopholis,
2315,Vascular Plant,Sphenopholis nitida,"Shining Sphenopholis, Shiny Wedge Grass",
2316,Vascular Plant,Sphenopholis obtusata,"Blunt Sphenopholis, Prairie Wedgegrass",
2317,Vascular Plant,Sphenopholis pensylvanica,"Swamp Wedgescale, Trisetum",
2318,Vascular Plant,Sporobolus clandestinus,Rough Dropseed,
2319,Vascular Plant,Sporobolus compositus var. compositus,Dropseed,
2320,Vascular Plant,Sporobolus indicus,Smutgrass,
2321,Vascular Plant,Sporobolus indicus var. indicus,Smut Grass,
2322,Vascular Plant,Sporobolus vaginiflorus var. ozarkanus,Ozark Dropseed,
2323,Vascular Plant,Tridens flavus,"Purpletop Tridens, Tall Purple-Top Fluffgrass",
2324,Vascular Plant,Tridens flavus var. chapmanii,Chapman's Purple Top,
2325,Vascular Plant,Tridens flavus var. flavus,Purple Top,
2326,Vascular Plant,Tripsacum dactyloides,Eastern Gamma Grass,
2328,Vascular Plant,Uniola laxa,Slender Spikegrass,
2332,Vascular Plant,Vulpia octoflora var. glauca,Sixweeks Fescue,
2333,Vascular Plant,Vulpia octoflora var. octoflora,Sixweeks Fescue,
2334,Vascular Plant,Sparganium americanum,"American Bur-Reed, Bur-Reed",
2335,Vascular Plant,Sparganium androcladum,"Branching Bur-Reed, Bur-Reed",
2336,Vascular Plant,Typha angustifolia,Narrowleaf Cattail,
2338,Vascular Plant,Xyris torta,"Twisted Yellow-Eyed-Grass, Yellow-Eyed Grass",
2339,Vascular Plant,Asplenium montanum,Mountain Spleenwort,
2340,Vascular Plant,Asplenium pinnatifidum,Lobed Spleenwort,
2341,Vascular Plant,Asplenium platyneuron,Ebony Spleenwort,
2342,Vascular Plant,Asplenium resiliens,"Black-Stem Spleenwort, Black-Stemmed Spleenwort",
2343,Vascular Plant,Asplenium rhizophyllum,"Walking Fern, Walking-Fern Spleenwort",
2344,Vascular Plant,Asplenium ruta-muraria,"Wall-Rue, Wallrue Spleenwort",
2345,Vascular Plant,Asplenium trichomanes ssp. trichomanes,Maidenhair Spleenwort,
2346,Vascular Plant,Woodwardia areolata,"Netted Chain Fern, Netted Chainfern",
2347,Vascular Plant,Woodwardia virginica,"Virginia Chain Fern, Virginia Chainfern",
2348,Vascular Plant,Dennstaedtia punctilobula,"Eastern Hay-Scented Fern, Hay-Scented Fern",
2349,Vascular Plant,Pteridium aquilinum,"Bracken, Bracken Fern, Brackenfern, Northern Bracken Fern, Western Brackenfern",
2350,Vascular Plant,Pteridium aquilinum var. latiusculum,Bracken Fern,
2351,Vascular Plant,Pteridium aquilinum var. pseudocaudatum,Bracken Fern,
2352,Vascular Plant,Dryopteris campyloptera,"Mountain Wood Fern, Mountain Wood-Fern",
2353,Vascular Plant,Dryopteris celsa,Log Fern,
2354,Vascular Plant,Dryopteris cristata,"Crested Shield-Fern, Crested Woodfern",
2355,Vascular Plant,Dryopteris goldiana,"Goldie Woodfern, Goldie's Fern",
2356,Vascular Plant,Dryopteris intermedia,"Evergreen Woodfern, Intermediate Wood Fern",
2357,Vascular Plant,Dryopteris marginalis,"Marginal Wood Fern, Marginal Wood-Fern",
2358,Vascular Plant,Dryopteris X separabilis,Hybrid Wood Fern,
2359,Vascular Plant,Polystichum acrostichoides,Christmas Fern,
2360,Vascular Plant,Onoclea sensibilis,Sensitive Fern,
2361,Vascular Plant,Pleopeltis polypodioides,Resurrection Fern,
2362,Vascular Plant,Pleopeltis polypodioides ssp. michauxiana,Resurrection Fern,
2363,Vascular Plant,Polypodium appalachianum,Rock Polypody,
2364,Vascular Plant,Polypodium virginianum,Rock Polypody,
2365,Vascular Plant,Adiantum pedatum,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",
2366,Vascular Plant,Cheilanthes alabamensis,Alabama Lip Fern,
2367,Vascular Plant,Cheilanthes lanosa,"Hairy Lip Fern, Hairy Lipfern",
2368,Vascular Plant,Cheilanthes tomentosa,"Woolly Lip Fern, Woolly Lipfern",
2369,Vascular Plant,Pellaea atropurpurea,"Purple Cliff-Brake, Purple-Stem Cliff-Brake",
2370,Vascular Plant,Pellaea glabella,Dwarf Cliffbrake,
2371,Vascular Plant,Vittaria appalachiana,"Appalachian Shoestring Fern, Appalachian Vittaria",
2372,Vascular Plant,Phegopteris connectilis,Northern Beech Fern,
2373,Vascular Plant,Phegopteris hexagonoptera,Broad Beech Fern,
2374,Vascular Plant,Thelypteris noveboracensis,New York Fern,
2375,Vascular Plant,Thelypteris palustris var. pubescens,Eastern Marsh Fern,
2376,Vascular Plant,Thelypteris simulata,Bog Fern,
2377,Vascular Plant,Athyrium filix-femina ssp. asplenioides,Southern Lady Fern,
2378,Vascular Plant,Cystopteris bulbifera,Bulblet Fern,
2379,Vascular Plant,Cystopteris protrusa,Lowland Brittle Fern,
2380,Vascular Plant,Cystopteris tennesseensis,Tennessee Bladderfern,
2381,Vascular Plant,Deparia acrostichoides,"Silvery Glade Fern, Silvery Spleenwort",
2382,Vascular Plant,Diplazium pycnocarpon,Glade Fern,
2383,Vascular Plant,Woodsia obtusa,"Blunt-Lobe Woodsia, Blunt-Lobed Cliff Fern",
2384,Vascular Plant,Platanus occidentalis,Sycamore,
2385,Vascular Plant,Berberis canadensis,American Barberry,
2386,Vascular Plant,Berberis thunbergii,Japanese Barberry,
2387,Vascular Plant,Berberis vulgaris,"Common Barberry, European Barberry",
2388,Vascular Plant,Caulophyllum thalictroides,Blue Cohosh,
2389,Vascular Plant,Diphylleia cymosa,"Umbrella Leaf, Umbrella-Leaf",
2390,Vascular Plant,Jeffersonia diphylla,Twinleaf,
2391,Vascular Plant,Mahonia bealei,Chinese Mahonia,
2392,Vascular Plant,Nandina domestica,"Heavenly Bamboo, Nandina",
2393,Vascular Plant,Podophyllum peltatum,"May Apple, May-Apple",
2394,Vascular Plant,Cocculus carolinus,"Red-Berried Moonseed, Snailseed, Coralbead",
2395,Vascular Plant,Menispermum canadense,"Canada Moonseed, Moonseed",
2396,Vascular Plant,Adlumia fungosa,Climbing Fumitory,
2397,Vascular Plant,Corydalis flavula,"Corydalis, Golden Corydalis",
2398,Vascular Plant,Corydalis micrantha ssp. australis,Smallflower Fumewort,
2399,Vascular Plant,Corydalis sempervirens,Pale Corydalis,
2400,Vascular Plant,Dicentra canadensis,"Squirrel Corn, Squirrel-Corn",
2401,Vascular Plant,Dicentra cucullaria,"Dutchman's Breeches, Dutchman's Britches",
2402,Vascular Plant,Dicentra eximia,Bleeding Heart,
2403,Vascular Plant,Papaver dubium,Blindeyes,
2404,Vascular Plant,Papaver hybridum,Round Pricklyhead Poppy,
2405,Vascular Plant,Sanguinaria canadensis,Bloodroot,
2406,Vascular Plant,Stylophorum diphyllum,Celandine Poppy,
